2024-03-09 04:10:37,083 INFO    StreamThr :17875 [internal.py:wandb_internal():86] W&B internal server running at pid: 17875, started at: 2024-03-09 04:10:37.082947
2024-03-09 04:10:38,115 DEBUG   HandlerThread:17875 [system_info.py:probe():199] Probing system done
2024-03-09 04:10:38,115 DEBUG   HandlerThread:17875 [system_monitor.py:probe():223] {'os': 'macOS-13.3-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-03-08T22:40:38.072781', 'startedAt': '2024-03-08T22:40:37.067318', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/greasyfinger/Documents/nlp_a2/task_1/blueprint.py', 'codePathLocal': 'blueprint.py', 'codePath': 'task_1/blueprint.py', 'git': {'remote': 'https://github.com/greasyfinger/nlp_a2.git', 'commit': 'ae75ea43bac46cd8bea44e61ad9d3d21c3558637'}, 'email': None, 'root': '/Users/greasyfinger/Documents/nlp_a2', 'host': 'greasy-Macbook.local', 'username': 'greasyfinger', 'executable': '/opt/homebrew/Caskroom/miniconda/base/envs/bzzt/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 130.1288604736328}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-09 04:10:38,115 INFO    HandlerThread:17875 [system_monitor.py:probe():224] Finished collecting system info
2024-03-09 04:10:38,115 INFO    HandlerThread:17875 [system_monitor.py:probe():227] Publishing system info
2024-03-09 04:10:38,115 DEBUG   HandlerThread:17875 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-09 04:10:38,809 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/conda-environment.yaml
2024-03-09 04:10:39,205 DEBUG   HandlerThread:17875 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-09 04:10:39,206 INFO    HandlerThread:17875 [system_monitor.py:probe():229] Finished publishing system info
2024-03-09 04:10:39,212 DEBUG   SenderThread:17875 [sender.py:send():382] send: files
2024-03-09 04:10:39,212 INFO    SenderThread:17875 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-09 04:10:39,215 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: python_packages
2024-03-09 04:10:39,215 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: python_packages
2024-03-09 04:10:39,215 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: stop_status
2024-03-09 04:10:39,215 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: stop_status
2024-03-09 04:10:39,216 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-09 04:10:39,600 DEBUG   SenderThread:17875 [sender.py:send():382] send: telemetry
2024-03-09 04:10:39,600 DEBUG   SenderThread:17875 [sender.py:send():382] send: telemetry
2024-03-09 04:10:39,810 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/conda-environment.yaml
2024-03-09 04:10:39,810 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/wandb-metadata.json
2024-03-09 04:10:39,810 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/requirements.txt
2024-03-09 04:10:39,868 DEBUG   SenderThread:17875 [sender.py:send():382] send: exit
2024-03-09 04:10:39,868 INFO    SenderThread:17875 [sender.py:send_exit():589] handling exit code: 1
2024-03-09 04:10:39,868 INFO    SenderThread:17875 [sender.py:send_exit():591] handling runtime: 1
2024-03-09 04:10:39,868 INFO    SenderThread:17875 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-09 04:10:39,869 INFO    SenderThread:17875 [sender.py:send_exit():597] send defer
2024-03-09 04:10:39,869 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,869 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-09 04:10:39,869 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,869 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 0
2024-03-09 04:10:39,869 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 1
2024-03-09 04:10:39,869 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,869 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-09 04:10:39,869 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,869 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 1
2024-03-09 04:10:39,869 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 2
2024-03-09 04:10:39,869 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,869 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-09 04:10:39,869 INFO    HandlerThread:17875 [system_monitor.py:finish():203] Stopping system monitor
2024-03-09 04:10:39,870 DEBUG   SystemMonitor:17875 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-09 04:10:39,870 INFO    HandlerThread:17875 [interfaces.py:finish():202] Joined cpu monitor
2024-03-09 04:10:39,870 DEBUG   SystemMonitor:17875 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-09 04:10:39,870 INFO    HandlerThread:17875 [interfaces.py:finish():202] Joined disk monitor
2024-03-09 04:10:39,870 DEBUG   SystemMonitor:17875 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-09 04:10:39,870 INFO    HandlerThread:17875 [interfaces.py:finish():202] Joined gpuapple monitor
2024-03-09 04:10:39,870 INFO    HandlerThread:17875 [interfaces.py:finish():202] Joined memory monitor
2024-03-09 04:10:39,870 INFO    HandlerThread:17875 [interfaces.py:finish():202] Joined network monitor
2024-03-09 04:10:39,870 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 2
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 3
2024-03-09 04:10:39,871 DEBUG   SenderThread:17875 [sender.py:send():382] send: telemetry
2024-03-09 04:10:39,871 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,871 DEBUG   SenderThread:17875 [sender.py:send():382] send: stats
2024-03-09 04:10:39,871 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 3
2024-03-09 04:10:39,871 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 3
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 4
2024-03-09 04:10:39,871 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,871 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 4
2024-03-09 04:10:39,871 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 4
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 5
2024-03-09 04:10:39,871 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,871 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 5
2024-03-09 04:10:39,871 DEBUG   SenderThread:17875 [sender.py:send():382] send: summary
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-09 04:10:39,871 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 5
2024-03-09 04:10:39,871 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 6
2024-03-09 04:10:39,871 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:39,872 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 6
2024-03-09 04:10:39,872 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:39,872 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 6
2024-03-09 04:10:39,873 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: status_report
2024-03-09 04:10:40,203 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 7
2024-03-09 04:10:40,204 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:40,204 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 7
2024-03-09 04:10:40,204 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:40,204 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 7
2024-03-09 04:10:40,328 INFO    wandb-upload_0:17875 [upload_job.py:push():131] Uploaded file /var/folders/jw/_f2zhz1d7cv9s1t6_f3s1dvc0000gn/T/tmpds6czlegwandb/jmxjmr77-wandb-metadata.json
2024-03-09 04:10:40,815 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/config.yaml
2024-03-09 04:10:40,815 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/output.log
2024-03-09 04:10:40,816 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/wandb-summary.json
2024-03-09 04:10:40,869 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:41,872 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 8
2024-03-09 04:10:41,873 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:41,873 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:41,873 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 8
2024-03-09 04:10:41,873 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:41,873 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 8
2024-03-09 04:10:41,874 INFO    SenderThread:17875 [job_builder.py:build():296] Attempting to build job artifact
2024-03-09 04:10:41,874 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:41,874 INFO    SenderThread:17875 [job_builder.py:_get_source_type():426] is repo sourced job
2024-03-09 04:10:41,911 INFO    SenderThread:17875 [job_builder.py:build():402] adding wandb-job metadata file
2024-03-09 04:10:41,913 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 9
2024-03-09 04:10:41,914 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:41,914 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:41,914 DEBUG   SenderThread:17875 [sender.py:send():382] send: artifact
2024-03-09 04:10:41,914 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 9
2024-03-09 04:10:42,822 INFO    Thread-13 :17875 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/output.log
2024-03-09 04:10:42,880 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:43,695 INFO    SenderThread:17875 [sender.py:send_artifact():1494] sent artifact job-https___github.com_greasyfinger_nlp_a2.git_task_1_blueprint.py - {'id': 'QXJ0aWZhY3Q6NzQ3NjkzNjg1', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE0Njk3MzA2Mw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NzQ3NjkzNjg1', 'versionIndex': 0}}}
2024-03-09 04:10:43,695 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:43,695 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 9
2024-03-09 04:10:43,695 INFO    SenderThread:17875 [dir_watcher.py:finish():358] shutting down directory watcher
2024-03-09 04:10:43,829 INFO    SenderThread:17875 [dir_watcher.py:finish():388] scan: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files
2024-03-09 04:10:43,829 INFO    SenderThread:17875 [dir_watcher.py:finish():402] scan save: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/requirements.txt requirements.txt
2024-03-09 04:10:43,830 INFO    SenderThread:17875 [dir_watcher.py:finish():402] scan save: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/output.log output.log
2024-03-09 04:10:43,830 INFO    SenderThread:17875 [dir_watcher.py:finish():402] scan save: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/config.yaml config.yaml
2024-03-09 04:10:43,831 INFO    SenderThread:17875 [dir_watcher.py:finish():402] scan save: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/wandb-summary.json wandb-summary.json
2024-03-09 04:10:43,831 INFO    SenderThread:17875 [dir_watcher.py:finish():402] scan save: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/conda-environment.yaml conda-environment.yaml
2024-03-09 04:10:43,831 INFO    SenderThread:17875 [dir_watcher.py:finish():402] scan save: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/wandb-metadata.json wandb-metadata.json
2024-03-09 04:10:43,831 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 10
2024-03-09 04:10:43,831 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:43,832 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:43,832 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 10
2024-03-09 04:10:43,837 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:43,838 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 10
2024-03-09 04:10:43,838 INFO    SenderThread:17875 [file_pusher.py:finish():172] shutting down file pusher
2024-03-09 04:10:43,886 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:43,887 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:44,536 INFO    wandb-upload_0:17875 [upload_job.py:push():131] Uploaded file /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/requirements.txt
2024-03-09 04:10:44,655 INFO    wandb-upload_1:17875 [upload_job.py:push():131] Uploaded file /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/output.log
2024-03-09 04:10:44,712 INFO    wandb-upload_2:17875 [upload_job.py:push():131] Uploaded file /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/config.yaml
2024-03-09 04:10:44,712 INFO    wandb-upload_3:17875 [upload_job.py:push():131] Uploaded file /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/wandb-summary.json
2024-03-09 04:10:44,752 INFO    wandb-upload_4:17875 [upload_job.py:push():131] Uploaded file /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/files/conda-environment.yaml
2024-03-09 04:10:44,892 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:44,893 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:44,958 INFO    Thread-12 (_thread_body):17875 [sender.py:transition_state():617] send defer: 11
2024-03-09 04:10:44,959 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:44,959 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 11
2024-03-09 04:10:44,959 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:44,959 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 11
2024-03-09 04:10:44,959 INFO    SenderThread:17875 [file_pusher.py:join():178] waiting for file pusher
2024-03-09 04:10:44,960 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 12
2024-03-09 04:10:44,960 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:44,960 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 12
2024-03-09 04:10:44,960 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:44,961 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 12
2024-03-09 04:10:44,961 INFO    SenderThread:17875 [file_stream.py:finish():595] file stream finish called
2024-03-09 04:10:45,331 INFO    SenderThread:17875 [file_stream.py:finish():599] file stream finish is done
2024-03-09 04:10:45,332 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 13
2024-03-09 04:10:45,332 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:45,332 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 13
2024-03-09 04:10:45,333 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:45,333 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 13
2024-03-09 04:10:45,333 INFO    SenderThread:17875 [sender.py:transition_state():617] send defer: 14
2024-03-09 04:10:45,334 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: defer
2024-03-09 04:10:45,334 INFO    HandlerThread:17875 [handler.py:handle_request_defer():172] handle defer: 14
2024-03-09 04:10:45,334 DEBUG   SenderThread:17875 [sender.py:send():382] send: final
2024-03-09 04:10:45,334 DEBUG   SenderThread:17875 [sender.py:send():382] send: footer
2024-03-09 04:10:45,334 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: defer
2024-03-09 04:10:45,334 INFO    SenderThread:17875 [sender.py:send_request_defer():613] handle sender defer: 14
2024-03-09 04:10:45,336 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:45,336 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-09 04:10:45,336 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: server_info
2024-03-09 04:10:45,336 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: get_summary
2024-03-09 04:10:45,336 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: sampled_history
2024-03-09 04:10:45,336 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-09 04:10:45,336 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:45,337 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: poll_exit
2024-03-09 04:10:45,337 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: server_info
2024-03-09 04:10:45,342 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: job_info
2024-03-09 04:10:45,646 DEBUG   SenderThread:17875 [sender.py:send_request():409] send_request: job_info
2024-03-09 04:10:45,647 INFO    MainThread:17875 [wandb_run.py:_footer_history_summary_info():3866] rendering history
2024-03-09 04:10:45,647 INFO    MainThread:17875 [wandb_run.py:_footer_history_summary_info():3898] rendering summary
2024-03-09 04:10:45,647 INFO    MainThread:17875 [wandb_run.py:_footer_sync_info():3825] logging synced files
2024-03-09 04:10:45,647 DEBUG   HandlerThread:17875 [handler.py:handle_request():146] handle_request: shutdown
2024-03-09 04:10:45,647 INFO    HandlerThread:17875 [handler.py:finish():869] shutting down handler
2024-03-09 04:10:46,346 INFO    WriterThread:17875 [datastore.py:close():296] close: /Users/greasyfinger/Documents/nlp_a2/task_1/wandb/run-20240309_041037-5zfllheo/run-5zfllheo.wandb
2024-03-09 04:10:46,652 INFO    SenderThread:17875 [sender.py:finish():1572] shutting down sender
2024-03-09 04:10:46,652 INFO    SenderThread:17875 [file_pusher.py:finish():172] shutting down file pusher
2024-03-09 04:10:46,653 INFO    SenderThread:17875 [file_pusher.py:join():178] waiting for file pusher
